product name,blueprint name
胡蜂EC-900,胡蜂EC-900蓝图
蛮妖SD-900,蛮妖SD-900蓝图
执政官TD-900,执政官TD-900蓝图
狂战士TP-900,狂战士TP-900蓝图
重型装甲维护机器人 I,重型装甲维护机器人蓝图 I
监护官 I,监护官蓝图 I
无人机链接增效器 I,无人机链接增效器蓝图 I
全方位索敌连接 I,全方位索敌连接蓝图 I
狂战士SW-900,狂战士SW-900蓝图
典狱官 I,典狱官蓝图 I
卫兵 I,卫兵蓝图 I
保镖 I,保镖蓝图 I
侍僧EV-300,侍僧EV-300蓝图
渗透者EV-600,渗透者EV-600蓝图
金星EC-600,金星EC-600蓝图
大黄蜂EC-300,大黄蜂EC-300蓝图
中型装甲维护机器人 I,中型装甲维护机器人蓝图 I
轻型装甲维护机器人 I,轻型装甲维护机器人蓝图 I
战锤SD-600,战锤SD-600蓝图
地精灵SD-300,地精灵SD-300蓝图
中型护盾维护机器人 I,中型护盾维护机器人蓝图 I
轻型护盾维护机器人 I,轻型护盾维护机器人蓝图 I
瓦尔基里TP-600,瓦尔基里TP-600蓝图
武士TP-300,武士TP-300蓝图
渗透者TD-600,渗透者TD-600蓝图
侍僧TD-300,侍僧TD-300蓝图
瓦尔基里SW-600,瓦尔基里SW-600蓝图
武士SW-300,武士SW-300蓝图
克隆舱 I,克隆舱蓝图 I
执政官级,执政官级蓝图
FA-14圣殿武士舰载机,FA-14圣殿骑士蓝图
拉格纳洛克级,拉格纳洛克级蓝图
铁网100mm钢附甲板,铁网100mm钢附甲板蓝图 I
壁垒1600mm钢附甲板,壁垒1600mm钢附甲板蓝图
锁甲200mm钢附甲板,锁甲200mm钢附甲板蓝图
堡垒400mm钢附甲板,堡垒400mm钢附甲板蓝图
要塞100mm钢附甲板,要塞100mm钢附甲板蓝图
碉楼800mm钢附甲板,碉楼800mm钢附甲板蓝图
甲胄小型装甲维修器 I,甲胄小型装甲维修器蓝图 I
油渣中型装甲维修器 I,油渣中型装甲维修器蓝图 I
鲮铠大型装甲维修器 I,鲮铠大型装甲维修器蓝图 I
熔炉小型电容器电池,熔炉小型电容器电池蓝图
焚炉中型电容器电池,焚炉中型电容器电池蓝图
侍僧大型电容器电池,侍僧大型电容器电池蓝图
鞍马小型电容注电器 I,鞍马小型电容注电器蓝图 I
马套中型电容注电器 I,马套中型电容注电器蓝图 I
犁重型电容注电器 I,犁重型电容注电器蓝图 I
木栅电容回充器 I,木栅电容回充器蓝图 I
小型蒺藜能量中和器,小型蒺藜能量中和器蓝图
中型沟渠能量中和器,中型沟渠能量中和器蓝图
重型城壕能量中和器,重型城壕能量中和器蓝图
小型吸血鬼掠能器,小型吸血鬼掠能器蓝图
中型古墓恶灵掠能器,中型古墓恶灵掠能器蓝图
重型食灵者掠能器,重型食灵者掠能器蓝图
权杖双联轻型集束激光器 I,权杖双联轻型集束激光器蓝图 I
长弓小型聚焦脉冲激光器 I,长弓小型聚焦脉冲激光器蓝图 I
交叉火力小型聚焦集束激光器 I,交叉火力小型聚焦集束激光器蓝图 I
石弓聚焦集束激光器 I,石弓聚焦集束激光器蓝图 I
马枪重型脉冲激光器 I,马枪重型脉冲激光器蓝图 I
火枪重型集束激光器 I,火枪重型集束激光器蓝图 I
战戟超级脉冲激光器 I,战戟超级脉冲激光器蓝图 I
投石车超级集束激光器 I,投石车超级集束激光器蓝图 I
弩炮超光速粒子集束激光器 I,弩炮超光速粒子集束激光器蓝图 I
随从小型远程电容传输装置,随从小型远程电容传输装置蓝图
骑士中型远程电容传输装置,骑士中型远程电容传输装置蓝图
骑士大型远程电容传输装置,骑士大型远程电容传输装置蓝图
长枪小型电磁脉冲立体炸弹 I,长枪小型电磁脉冲立体炸弹蓝图 I
战矛中型电磁脉冲立体炸弹 I,战矛中型电磁脉冲立体炸弹蓝图 I
战锤大型电磁脉冲立体炸弹 I,战锤大型电磁脉冲立体炸弹蓝图 I
梅多尔斯加强解码器,梅多尔斯加强解码器蓝图
佩奇电容通量线圈 I,佩奇电容通量线圈蓝图 I
灌木电容能源继电器 I,灌木电容能源继电器蓝图 I
铁闸反应堆控制元件 I,铁闸反应堆控制元件蓝图 I
战车散热槽 I,战车散热槽蓝图 I
飞石散热槽 I,飞石散热槽蓝图
绝念级,绝念级蓝图
夜神级,夜神级蓝图
奇美拉级,奇美拉级蓝图
飞龙级,飞龙级蓝图
万古级,万古级蓝图
跳跃通道发生器 I,跳跃通道发生器蓝图 I
铁骑舰载机辅助单元 I,铁骑舰载机辅助单元蓝图 I
调制型深层地核露天采矿器 II,调制型深层地核露天采矿器蓝图 II
小型牵引光束 I,小型牵引光束器蓝图 I
无人机导航电脑 I,无人机导航电脑蓝图 I
无人机导航电脑 II,无人机导航电脑蓝图 II
无人机链接增效器 II,无人机链接增效器蓝图 II
全方位索敌连接 II,全方位索敌连接蓝图 II
护盾回充增量增效器 II,护盾回充增量增效器蓝图 II
R.A.M. - 战列巡洋舰科技,R.A.M. - 战列巡洋舰科技蓝图
鞭挞狂乱火箭,鞭挞狂乱火箭蓝图
星爆狂乱火箭,星爆狂乱火箭蓝图
炼狱狂乱火箭,炼狱狂乱火箭蓝图
尼铎格尔级,尼铎格尔级蓝图
炼狱狂乱重型攻击导弹,炼狱狂乱重型攻击导弹蓝图
星爆狂乱重型攻击导弹,星爆狂乱重型攻击导弹蓝图
雷神狂乱重型攻击导弹,雷神狂乱重型攻击导弹蓝图
鞭挞愤怒轻型导弹,鞭挞愤怒轻型导弹蓝图
星爆愤怒轻型导弹,星爆愤怒轻型导弹蓝图
炼狱愤怒轻型导弹,炼狱愤怒轻型导弹蓝图
鞭挞精准轻型导弹,鞭挞精准轻型导弹蓝图
星爆精准轻型导弹,星爆精准轻型导弹蓝图
雷神精准轻型导弹,雷神精准轻型导弹蓝图
星爆愤怒重型导弹,星爆愤怒重型导弹蓝图
雷神愤怒重型导弹,雷神愤怒重型导弹蓝图
炼狱愤怒重型导弹,炼狱愤怒重型导弹蓝图
鞭挞精准重型导弹,鞭挞精准重型导弹蓝图
炼狱精准重型导弹,炼狱精准重型导弹蓝图
雷神精准重型导弹,雷神精准重型导弹蓝图
星爆狂乱鱼雷,星爆狂乱鱼雷蓝图
鞭挞狂乱鱼雷,鞭挞狂乱鱼雷蓝图
雷神狂乱鱼雷,雷神狂乱鱼雷蓝图
炼狱标枪鱼雷,炼狱标枪鱼雷蓝图
雷神标枪鱼雷,雷神标枪鱼雷蓝图
鞭挞标枪鱼雷,鞭挞标枪鱼雷蓝图
星爆愤怒巡航导弹,星爆愤怒巡航导弹蓝图
鞭挞愤怒巡航导弹,鞭挞愤怒巡航导弹蓝图
雷神愤怒巡航导弹,雷神愤怒巡航导弹蓝图
星爆精准巡航导弹,星爆精准巡航导弹蓝图
雷神精准巡航导弹,雷神精准巡航导弹蓝图
鞭挞精准巡航导弹,鞭挞精准巡航导弹蓝图
炼狱标枪火箭,炼狱标枪火箭蓝图
雷神标枪火箭,雷神标枪火箭蓝图
旗舰跳跃桥接阵列,旗舰跳跃桥接阵列蓝图
旗舰克隆舱,旗舰克隆舱蓝图
'赫姆达洱之咆哮'爆炸末日武器,'赫姆达洱之咆哮'爆炸末日武器蓝图
'审判之日'电磁末日武器,'审判之日'电磁末日武器蓝图
'湮没之圣光'动能末日武器,'湮没之圣光'动能末日武器蓝图
'极光之仪'热能末日武器,'极光之仪'热能末日武器蓝图
旗舰末日武器安装位,旗舰末日武器安装位蓝图
旗舰船只维护舱,旗舰船只维护舱蓝图
旗舰联合机库舱,旗舰联合机库舱蓝图
旗舰级远程装甲维修器 I,旗舰级远程装甲维修器蓝图 I
星爆标枪火箭,星爆标枪火箭蓝图
鞭挞标枪火箭,鞭挞标枪火箭蓝图
鞭挞标枪重型攻击导弹,鞭挞标枪重型攻击导弹蓝图
炼狱标枪重型攻击导弹,炼狱标枪重型攻击导弹蓝图
星爆标枪重型攻击导弹,星爆标枪重型攻击导弹蓝图
雷神标枪重型攻击导弹,雷神标枪重型攻击导弹蓝图
中型牵引光束 I,中型牵引光束器蓝图 I
大型牵引光束 I,大型牵引光束器蓝图 I
旗舰级牵引光束 I,旗舰级牵引光束器蓝图 I
鹏鲲级,鹏鲲级蓝图
亥伯龙神级,亥伯龙神级蓝图
地狱天使级,地狱天使级蓝图
死亡漩涡级,死亡漩涡级蓝图
先驱者级,先驱者级蓝图
幼龙级,幼龙级蓝图
弥洱米顿级,弥洱米顿级蓝图
暴风级,暴风级蓝图
气云回收装置 I,气云回收装置蓝图 I
标准型蓝色药丸增效体,标准型蓝色药丸增效体蓝图
加强型蓝色药丸增效体,加强型蓝色药丸增效体蓝图
超强型蓝色药丸增效体,超强型蓝色药丸增效体蓝图
标准型撞击感增效体,标准型撞击感增效体蓝图
加强型撞击感增效体,加强型撞击感增效体蓝图
超强型撞击感增效体,超强型撞击感增效体蓝图
标准型梦呓增效体,标准型梦呓增效体蓝图
超强型疯癫增效体,超强型疯癫增效体蓝图
标准型思维冲击增效体,标准型思维冲击增效体蓝图
标准型坠落感增效体,标准型坠落感增效体蓝图
加强型坠落感增效体,加强型坠落感增效体蓝图
超强型坠落感增效体,超强型坠落感增效体蓝图
加强型X—本能增效体,加强型X—本能增效体蓝图
加强型游离感增效体,加强型游离感增效体蓝图
加强型疯癫增效体,加强型疯癫增效体蓝图
加强型思维冲击增效体,加强型思维冲击增效体蓝图
加强型梦呓增效体,加强型梦呓增效体蓝图
标准型游离感增效体,标准型游离感增效体蓝图
标准型疯癫增效体,标准型疯癫增效体蓝图
标准型X—本能增效体,标准型X—本能增效体蓝图
超强型思维冲击增效体,超强型思维冲击增效体蓝图
超强型梦呓增效体,超强型梦呓增效体蓝图
超强型X—本能增效体,超强型X—本能增效体蓝图
超强型游离感增效体,超强型游离感增效体蓝图
丰收气云回收装置 ,丰收气云回收装置蓝图
除雪机气云回收装置 ,除雪机气云回收装置蓝图
信号畸变放大器 I,信号畸变放大器蓝图 I
信号畸变放大器 II,信号畸变放大器蓝图 II
机密数据接口,机密数据接口蓝图
隐秘数据接口,隐秘数据接口蓝图
匿名数据接口,匿名数据接口蓝图
加密数据接口,加密数据接口蓝图
重型攻击导弹发射器 II,重型攻击导弹发射器蓝图 II
大型电磁装甲强化装置 I,大型电磁装甲强化装置蓝图 I
侦测探针发射器 II,侦测探针发射器蓝图 II
气云回收装置 II,气云回收装置蓝图 II
隐秘舰船数据接口,隐秘舰船数据接口蓝图
机密舰船数据接口,机密舰船数据接口蓝图
匿名舰船数据接口,匿名舰船数据接口蓝图
加密舰船数据接口,加密舰船数据接口蓝图
打捞器 I,打捞器蓝图 I
大型爆炸装甲强化装置 I,大型爆炸装甲强化装置蓝图 I
大型动能装甲强化装置 I,大型动能装甲强化装置蓝图 I
大型热能装甲强化装置 I,大型热能装甲强化装置蓝图 I
大型三角装甲聚合器 I,大型三角装甲聚合器蓝图 I
大型辅助纳米聚合器 I,大型辅助纳米聚合器蓝图 I
大型纳米机器人加速器 I,大型纳米机器人加速器蓝图 I
大型远程维修增效器 I,大型远程维修增效器蓝图 I
大型打捞回收工具 I,大型打捞回收工具蓝图 I
大型核心防御电容器安全管理装置 I,大型核心防御电容器安全管理装置蓝图 I
大型无人机控制范围扩大装置 I,大型无人机控制范围扩大装置蓝图 I
大型无人机维修加速器 I,大型无人机维修加速器蓝图 I
大型无人机射距芯片 I,大型无人机视野芯片蓝图 I
大型无人机增速装置 I,大型无人机增速装置蓝图 I
大型无人机耐用性增强装置 I,大型无人机耐用性增强装置蓝图 I
大型无人机采矿增量器 I,大型无人机采矿增量器蓝图 I
大型岗哨炮伤害增强设备 I,大型岗哨炮伤害增强设备蓝图 I
大型电子无人机范围调节器 I,大型电子无人机范围调节器蓝图 I
大型停滞无人机增强设备 I,大型停滞无人机增强设备蓝图 I
大型信号干扰增效装置 I,大型信号干扰增效装置蓝图 I
大型放射范围约束装置 I,大型放射范围约束装置蓝图 I
大型弥集进化演算法数据库 I,大型弥集进化演算法数据库蓝图 I
大型水冷电子设备 I,大型水冷电子设备蓝图 I
大型引力电容器升级 I,大型引力电容器升级蓝图 I
大型电容器控制电路 I,大型电容器控制电路蓝图 I
大型出口端口放大器 I,大型出口端口放大器蓝图 I
大型能量栅格子程序优化器 I,大型能量栅格子程序优化器蓝图 I
大型半导体记忆电池 I,大型半导体记忆电池蓝图 I
大型辅助电源路由器 I,大型辅助电源路由器蓝图 I
大型能量武器释放过滤器 I,大型能量武器释放过滤器蓝图 I
大型能量武器范围扩大设备 I,大型能量武器范围扩大设备蓝图 I
大型能量武器轨迹校准设备 I,大型能量武器轨迹校准设备蓝图 I
大型能量武器急转控制器 I,大型能量武器急转控制器蓝图 I
大型冷凝能量管理单元 I,大型冷凝能量管理单元蓝图 I
大型能量武器发散调节装置 I,大型能量武器发散调节装置蓝图 I
大型能量武器冲击加速器 I,大型能量武器冲击加速器蓝图 I
大型混合武器节能设备 I,大型混合武器节能设备蓝图 I
大型混合武器范围扩大装置 I,大型混合武器范围扩大装置蓝图 I
大型混合武器轨迹校准设备 I,大型混合武器轨迹校准设备蓝图 I
大型混合武器急转控制器 I,大型混合武器急转控制器蓝图 I
大型冷凝混合管理单元 I,大型冷凝混合管理单元蓝图 I
大型混合武器射速调节装置 I,大型混合武器射速调节装置蓝图 I
大型混合武器冲击加速器 I,大型混合武器冲击加速器蓝图 I
大型液压舱推进器 I,大型液压舱推进器蓝图 I
发射架处理器改装件 I,发射架处理器改装件蓝图 I
大型弹头强化辅助系统 I,大型弹头强化辅助系统蓝图 I
大型火箭燃料缓冲隔离装置 I,大型火箭燃料缓冲隔离装置蓝图 I
导弹制导系统改装件 I,导弹制导系统改装件蓝图 I
大型装卸加速装置 I,大型装卸加速装置蓝图 I
大型弹头爆燃辅助系统 I,大型弹头爆燃辅助系统蓝图 I
大型弹头加热辅助系统 I,大型弹头加热辅助系统蓝图 I
大型射弹武器范围扩大装置 I,大型射弹武器范围扩大装置蓝图 I
大型射弹武器轨迹校准设备 I,大型射弹武器轨迹校准设备蓝图 I
大型射弹武器急转控制器 I,大型射弹武器急转控制器蓝图 I
大型射弹武器射速调节装置 I,大型射弹武器射速调节装置蓝图 I
大型射弹武器冲击加速器 I,大型射弹武器冲击加速器蓝图 I
大型动态燃料控制阀 I,大型动态燃料控制阀蓝图 I
大型低摩擦喷嘴接口 I,大型低摩擦喷嘴接口蓝图 I
大型辅助推进器 I,大型辅助推进器蓝图 I
大型引擎热能防护装置 I,大型引擎热能防护装置蓝图 I
推进剂填装管 I,推进剂填装管蓝图 I
大型跃迁核心优化系统 I,大型跃迁核心优化系统蓝图 I
大型超空间速度调节器 I,大型超空间速度调节器蓝图 I
大型复合碳素引擎舱 I,大型复合碳素引擎舱蓝图 I
大型货柜舱优化改造 I,大型货柜舱优化改造蓝图 I
大型电磁护盾强化装置 I,大型电磁护盾强化装置蓝图 I
大型爆炸护盾强化装置 I,大型爆炸护盾强化装置蓝图 I
大型动能护盾强化装置 I,大型动能护盾强化装置蓝图 I
大型热能护盾强化装置 I,大型热能护盾强化装置蓝图 I
大型核心防御力场稳固装置 I,大型核心防御力场稳固装置蓝图 I
大型核心防御操控稳定装置 I,大型核心防御操控稳定装置蓝图 I
大型核心防御力场扩张装置 I,大型核心防御力场扩张装置蓝图 I
大型核心防御节能装置 I,大型核心防御节能装置蓝图 I
大型锁定系统稳定器 I,大型锁定系统稳定器蓝图 I
大型锁定系统辅助控制器 I,大型锁定系统辅助控制器蓝图 I
大型离子力场投射器 I,大型离子力场投射器蓝图 I
大型信号集中设备 I,大型信号集中设备蓝图 I
大型粒子散布放大器 I,大型粒子散布放大器蓝图 I
大型粒子散布投放器 I,大型粒子散布投放器蓝图 I
大型反信号区域投射器 I,大型反信号区域投射器蓝图 I
大型跟踪诊断子程序 I,大型跟踪诊断子程序蓝图 I
QA探针发射器,演示探针发射器蓝图
大型电磁装甲强化装置 II,大型电磁装甲强化装置蓝图 II
大型爆炸装甲强化装置 II,大型爆炸装甲强化装置蓝图 II
大型动能装甲强化装置 II,大型动能装甲强化装置蓝图 II
大型热能装甲强化装置 II,大型热能装甲强化装置蓝图 II
大型辅助纳米聚合器 II,大型辅助纳米聚合器蓝图 II
