name,type_id,1st,2nd,3rd,4th,5th
机器人技术,9848,制造和研究,材料,行星材料,特殊行星材料,
幽灵饮料,9850,贸易货物,消费品,,,
药草,9852,贸易货物,消费品,,,
视觉滤镜—基础级,9899,植入体和增效剂,植入体,属性增强体,植入体插槽 01,
记忆增强体—基础级,9941,植入体和增效剂,植入体,属性增强体,植入体插槽 02,
神经增效体—基础级,9942,植入体和增效剂,植入体,属性增强体,植入体插槽 03,
脑控次处理器—基础级,9943,植入体和增效剂,植入体,属性增强体,植入体插槽 04,
磁性力场稳定器 I,9944,舰船装备,炮台和发射器,武器升级,磁性力场稳定器,
磁性力场稳定器蓝图 I,9945,蓝图和反应,舰船装备,炮台和发射器,武器升级,
标准型撞击感增效体,9947,植入体和增效剂,增效剂,增效剂槽位 03,撞击感,
标准型蓝色药丸增效体,9950,植入体和增效剂,增效剂,增效剂槽位 01,蓝色药丸,
社交适应芯片—基础级,9956,植入体和增效剂,植入体,属性增强体,植入体插槽 05,
埃菲尔公司 神枪手 航迹预算 MR-703,9957,植入体和增效剂,植入体,技能增强,射击植入体,植入体插槽 07
民用护盾回充增量器,10039,舰船装备,护盾,护盾回充增量器,小型,
民用护盾回充增量器蓝图,10040,蓝图和反应,舰船装备,护盾,护盾回充增量器,
加强型撞击感增效体,10151,植入体和增效剂,增效剂,增效剂槽位 03,撞击感,
超强型撞击感增效体,10152,植入体和增效剂,增效剂,增效剂槽位 03,撞击感,
加强型蓝色药丸增效体,10155,植入体和增效剂,增效剂,增效剂槽位 01,蓝色药丸,
超强型蓝色药丸增效体,10156,植入体和增效剂,增效剂,增效剂槽位 01,蓝色药丸,
标准型梦呓增效体,10164,植入体和增效剂,增效剂,增效剂槽位 02,梦呓,
加强型梦呓增效体,10165,植入体和增效剂,增效剂,增效剂槽位 02,梦呓,
超强型梦呓增效体,10166,植入体和增效剂,增效剂,增效剂槽位 02,梦呓,
基础型磁性力场稳定器,10188,舰船装备,炮台和发射器,武器升级,磁性力场稳定器,
磁性力场稳定器 II,10190,舰船装备,炮台和发射器,武器升级,磁性力场稳定器,
载诺 狙击手 精确射击 ST-903,10204,植入体和增效剂,植入体,技能增强,射击植入体,植入体插槽 09
记忆增强体—标准级,10208,植入体和增效剂,植入体,属性增强体,植入体插槽 02,
记忆增强体—强化级,10209,植入体和增效剂,植入体,属性增强体,植入体插槽 02,
神经增效体—标准级,10212,植入体和增效剂,植入体,属性增强体,植入体插槽 03,
神经增效体—强化级,10213,植入体和增效剂,植入体,属性增强体,植入体插槽 03,
视觉滤镜—标准级,10216,植入体和增效剂,植入体,属性增强体,植入体插槽 01,
视觉滤镜—强化级,10217,植入体和增效剂,植入体,属性增强体,植入体插槽 01,
脑控次处理器—标准级,10221,植入体和增效剂,植入体,属性增强体,植入体插槽 04,
脑控次处理器—强化级,10222,植入体和增效剂,植入体,属性增强体,植入体插槽 04,
社交适应芯片—标准级,10225,植入体和增效剂,植入体,属性增强体,植入体插槽 05,
社交适应芯片—强化级,10226,植入体和增效剂,植入体,属性增强体,植入体插槽 05,
载诺 侏儒 护盾管理 SM-703,10228,植入体和增效剂,植入体,技能增强,护盾植入体,植入体插槽 07
载诺 吉普赛 信号分析 SA-703,10244,植入体和增效剂,植入体,技能增强,锁定系统植入体,植入体插槽 07
采矿无人机 I,10246,无人机,采矿无人机,,,
采矿无人机蓝图 I,10247,蓝图和反应,无人机,采矿无人机,,
采矿无人机 II,10250,无人机,采矿无人机,,,
火箭发射器 I,10629,舰船装备,炮台和发射器,导弹发射器,火箭发射器,
火箭发射器蓝图 I,10630,蓝图和反应,舰船装备,炮台和发射器,导弹发射器,
火箭发射器 II,10631,舰船装备,炮台和发射器,导弹发射器,火箭发射器,
125mm磁轨炮 I,10678,舰船装备,炮台和发射器,混合炮台,磁轨炮,小型
125mm磁轨炮蓝图 I,10679,蓝图和反应,舰船装备,炮台和发射器,混合炮台,小型
125mm磁轨炮 II,10680,舰船装备,炮台和发射器,混合炮台,磁轨炮,小型
125mm侦查员飞速加农炮 I,10688,舰船装备,炮台和发射器,混合炮台,磁轨炮,小型
125mm碳化物磁轨炮 I,10690,舰船装备,炮台和发射器,混合炮台,磁轨炮,小型
125mm压缩型线圈炮 I,10692,舰船装备,炮台和发射器,混合炮台,磁轨炮,小型
125mm尖端型高斯炮 I,10694,舰船装备,炮台和发射器,混合炮台,磁轨炮,小型
中型护盾回充增量器 I,10836,舰船装备,护盾,护盾回充增量器,中型,
中型护盾回充增量器蓝图 I,10837,蓝图和反应,舰船装备,护盾,护盾回充增量器,
大型护盾回充增量器 I,10838,舰船装备,护盾,护盾回充增量器,大型,
大型护盾回充增量器蓝图 I,10839,蓝图和反应,舰船装备,护盾,护盾回充增量器,
超大型护盾回充增量器 I,10840,舰船装备,护盾,护盾回充增量器,超大型,
超大型护盾回充增量器蓝图 I,10841,蓝图和反应,舰船装备,护盾,护盾回充增量器,
超大型护盾回充增量器 II,10842,舰船装备,护盾,护盾回充增量器,超大型,
中型护盾回充增量器 II,10850,舰船装备,护盾,护盾回充增量器,中型,
大型护盾回充增量器 II,10858,舰船装备,护盾,护盾回充增量器,大型,
中型清澈防御持久型护盾回充增量器,10868,舰船装备,护盾,护盾回充增量器,中型,
中型C5-L紧凑型护盾回充增量器,10872,舰船装备,护盾,护盾回充增量器,中型,
大型清澈防御持久型护盾回充增量器,10876,舰船装备,护盾,护盾回充增量器,大型,
大型C5-L紧凑型护盾回充增量器,10880,舰船装备,护盾,护盾回充增量器,大型,
超大型清澈防御持久型护盾回充增量器,10884,舰船装备,护盾,护盾回充增量器,超大型,
超大型C5-L紧凑型护盾回充增量器,10888,舰船装备,护盾,护盾回充增量器,超大型,
跃迁核心稳定器 I,10998,舰船装备,推进器,推进器改良,跃迁稳定器,
狂怒守卫者级,11011,舰船,特别版舰船,特别版巡洋舰,,
可疑的铭牌,11069,贸易货物,消费品,,,
小型磁轨炮专业研究,11082,技能,射击学,,,
小型集束激光专业研究,11083,技能,射击学,,,
小型自动加农炮专业研究,11084,技能,射击学,,,
涡流紧凑型磁场稳定器,11105,舰船装备,炮台和发射器,武器升级,磁性力场稳定器,
盖伦特穿梭机,11129,舰船,穿梭机,盖伦特,,
盖伦特穿梭机蓝图,11130,蓝图和反应,舰船,穿梭机,盖伦特,
米玛塔尔穿梭机,11132,舰船,穿梭机,米玛塔尔,,
米玛塔尔穿梭机蓝图,11133,蓝图和反应,舰船,穿梭机,米玛塔尔,
艾玛穿梭机,11134,舰船,穿梭机,艾玛,,
艾玛穿梭机蓝图,11135,蓝图和反应,舰船,穿梭机,艾玛,
太阳神级,11172,舰船,护卫舰,高级护卫舰,隐形特勤舰,盖伦特
太阳神级蓝图,11173,蓝图和反应,舰船,隐形特勤舰,盖伦特,
克勒斯级,11174,舰船,护卫舰,高级护卫舰,电子攻击护卫舰,盖伦特
黑鸦级,11176,舰船,护卫舰,高级护卫舰,截击舰,加达里
黑鸦级蓝图,11177,蓝图和反应,舰船,截击舰,加达里,
猛禽级,11178,舰船,护卫舰,高级护卫舰,截击舰,加达里
猛禽级蓝图,11179,蓝图和反应,舰船,截击舰,加达里,
猎豹级,11182,舰船,护卫舰,高级护卫舰,隐形特勤舰,米玛塔尔
猎豹级蓝图,11183,蓝图和反应,舰船,隐形特勤舰,米玛塔尔,
十字军级,11184,舰船,护卫舰,高级护卫舰,截击舰,艾玛
十字军级蓝图,11185,蓝图和反应,舰船,截击舰,艾玛,
咒灭级,11186,舰船,护卫舰,高级护卫舰,截击舰,艾玛
咒灭级蓝图,11187,蓝图和反应,舰船,截击舰,艾玛,
咒逐级,11188,舰船,护卫舰,高级护卫舰,隐形特勤舰,艾玛
咒逐级蓝图,11189,蓝图和反应,舰船,隐形特勤舰,艾玛,
哨兵级,11190,舰船,护卫舰,高级护卫舰,电子攻击护卫舰,艾玛
秃鹰级,11192,舰船,护卫舰,高级护卫舰,隐形特勤舰,加达里
秃鹰级蓝图,11193,蓝图和反应,舰船,隐形特勤舰,加达里,
狐妖级,11194,舰船,护卫舰,高级护卫舰,电子攻击护卫舰,加达里
利爪级,11196,舰船,护卫舰,高级护卫舰,截击舰,米玛塔尔
利爪级蓝图,11197,蓝图和反应,舰船,截击舰,米玛塔尔,
短剑级,11198,舰船,护卫舰,高级护卫舰,截击舰,米玛塔尔
短剑级蓝图,11199,蓝图和反应,舰船,截击舰,米玛塔尔,
塔纳尼斯级,11200,舰船,护卫舰,高级护卫舰,截击舰,盖伦特
塔纳尼斯级蓝图,11201,蓝图和反应,舰船,截击舰,盖伦特,
阿瑞斯级,11202,舰船,护卫舰,高级护卫舰,截击舰,盖伦特
阿瑞斯级蓝图,11203,蓝图和反应,舰船,截击舰,盖伦特,
高级武器升级研究,11207,技能,工程学,,,
基础型电磁电压薄膜,11215,舰船装备,船体和装甲,电压装甲抗性薄膜,电磁电压薄膜,
电磁电压薄膜 I,11217,舰船装备,船体和装甲,电压装甲抗性薄膜,电磁电压薄膜,
电磁电压薄膜蓝图 I,11218,蓝图和反应,舰船装备,船体和装甲,电压装甲薄膜,
电磁电压薄膜 II,11219,舰船装备,船体和装甲,电压装甲抗性薄膜,电磁电压薄膜,
基础型爆炸电压薄膜,11225,舰船装备,船体和装甲,电压装甲抗性薄膜,爆炸电压薄膜,
爆炸电压薄膜 I,11227,舰船装备,船体和装甲,电压装甲抗性薄膜,爆炸电压薄膜,
爆炸电压薄膜蓝图 I,11228,蓝图和反应,舰船装备,船体和装甲,电压装甲薄膜,
爆炸电压薄膜 II,11229,舰船装备,船体和装甲,电压装甲抗性薄膜,爆炸电压薄膜,
基础型覆层电压薄膜,11235,舰船装备,船体和装甲,覆层电压装甲薄膜,,
覆层电压薄膜 I,11237,舰船装备,船体和装甲,覆层电压装甲薄膜,,
覆层电压薄膜蓝图 I,11238,蓝图和反应,舰船装备,船体和装甲,电压装甲薄膜,
覆层电压薄膜 II,11239,舰船装备,船体和装甲,覆层电压装甲薄膜,,
基础型动能电压薄膜,11245,舰船装备,船体和装甲,电压装甲抗性薄膜,动能电压薄膜,
动能电压薄膜 I,11247,舰船装备,船体和装甲,电压装甲抗性薄膜,动能电压薄膜,
动能电压薄膜蓝图 I,11248,蓝图和反应,舰船装备,船体和装甲,电压装甲薄膜,
动能电压薄膜 II,11249,舰船装备,船体和装甲,电压装甲抗性薄膜,动能电压薄膜,
基础型热能电压薄膜,11255,舰船装备,船体和装甲,电压装甲抗性薄膜,热能电压薄膜,
热能电压薄膜 I,11257,舰船装备,船体和装甲,电压装甲抗性薄膜,热能电压薄膜,
热能电压薄膜蓝图 I,11258,蓝图和反应,舰船装备,船体和装甲,电压装甲薄膜,
热能电压薄膜 II,11259,舰船装备,船体和装甲,电压装甲抗性薄膜,热能电压薄膜,
基础型多谱式电压薄膜,11265,舰船装备,船体和装甲,电压装甲抗性薄膜,多谱式电压薄膜,
多谱式电压薄膜 I,11267,舰船装备,船体和装甲,电压装甲抗性薄膜,多谱式电压薄膜,
多谱式电压薄膜蓝图 I,11268,蓝图和反应,舰船装备,船体和装甲,电压装甲薄膜,
多谱式电压薄膜 II,11269,舰船装备,船体和装甲,电压装甲抗性薄膜,多谱式电压薄膜,
热能装甲增强器 I,11277,舰船装备,船体和装甲,装甲增强器,热能装甲增强器,
热能装甲增强器蓝图,11278,蓝图和反应,舰船装备,船体和装甲,装甲增强器,
1600mm钢附甲板 I,11279,舰船装备,船体和装甲,装甲附甲板,1600mm装甲附甲板,
1600mm钢附甲板蓝图 I,11280,蓝图和反应,舰船装备,船体和装甲,装甲附甲板,
电容注电器装料 150,11283,军火和弹药,电容注电装料,,,
高速电容注电器装料—150蓝图,11284,蓝图和反应,军火和弹药,电容注电装料,,
电容注电器装料 200,11285,军火和弹药,电容注电装料,,,
高速电容注电器装料—200蓝图,11286,蓝图和反应,军火和弹药,电容注电装料,,
电容注电器装料 400,11287,军火和弹药,电容注电装料,,,
高速电容注电器装料—400蓝图,11288,蓝图和反应,军火和弹药,电容注电装料,,
电容注电器装料 800,11289,军火和弹药,电容注电装料,,,
高速电容注电器装料—800蓝图,11290,蓝图和反应,军火和弹药,电容注电装料,,
100mm钢附甲板 I,11293,舰船装备,船体和装甲,装甲附甲板,100mm装甲附甲板,
100mm钢附甲板蓝图 I,11294,蓝图和反应,舰船装备,船体和装甲,装甲附甲板,
200mm钢附甲板 I,11295,舰船装备,船体和装甲,装甲附甲板,200mm装甲附甲板,
200mm钢附甲板蓝图 I,11296,蓝图和反应,舰船装备,船体和装甲,装甲附甲板,
400mm钢附甲板 I,11297,舰船装备,船体和装甲,装甲附甲板,400mm装甲附甲板,
400mm钢附甲板蓝图 I,11298,蓝图和反应,舰船装备,船体和装甲,装甲附甲板,
800mm钢附甲板 I,11299,舰船装备,船体和装甲,装甲附甲板,800mm装甲附甲板,
800mm钢附甲板蓝图 I,11300,蓝图和反应,舰船装备,船体和装甲,装甲附甲板,
电磁装甲增强器 I,11301,舰船装备,船体和装甲,装甲增强器,电磁装甲增强器,
电磁装甲增强器蓝图 I,11302,蓝图和反应,舰船装备,船体和装甲,装甲增强器,
爆炸装甲增强器 I,11303,舰船装备,船体和装甲,装甲增强器,爆炸装甲增强器,
爆炸装甲增强器蓝图 I,11304,蓝图和反应,舰船装备,船体和装甲,装甲增强器,
动能装甲增强器 I,11305,舰船装备,船体和装甲,装甲增强器,动能装甲增强器,
动能装甲增强器蓝图 I,11306,蓝图和反应,舰船装备,船体和装甲,装甲增强器,
400mm紧凑型包金钨附甲板,11309,舰船装备,船体和装甲,装甲附甲板,400mm装甲附甲板,
400mm抑制型碳化晶体附甲板,11311,舰船装备,船体和装甲,装甲附甲板,400mm装甲附甲板,
800mm紧凑型包金钨附甲板,11317,舰船装备,船体和装甲,装甲附甲板,800mm装甲附甲板,
800mm抑制型碳化晶体附甲板,11319,舰船装备,船体和装甲,装甲附甲板,800mm装甲附甲板,
1600mm紧凑型包金钨附甲板,11325,舰船装备,船体和装甲,装甲附甲板,1600mm装甲附甲板,
1600mm抑制型碳化晶体附甲板,11327,舰船装备,船体和装甲,装甲附甲板,1600mm装甲附甲板,
100mm紧凑型包金钨附甲板,11341,舰船装备,船体和装甲,装甲附甲板,100mm装甲附甲板,
100mm抑制型碳化晶体附甲板,11343,舰船装备,船体和装甲,装甲附甲板,100mm装甲附甲板,
200mm紧凑型包金钨附甲板,11349,舰船装备,船体和装甲,装甲附甲板,200mm装甲附甲板,
200mm抑制型碳化晶体附甲板,11351,舰船装备,船体和装甲,装甲附甲板,200mm装甲附甲板,
小型远程装甲维修器 I,11355,舰船装备,船体和装甲,远程装甲维修器,小型,
小型远程装甲维修器蓝图 I,11356,蓝图和反应,舰船装备,船体和装甲,远程装甲维修器,
中型远程装甲维修器 I,11357,舰船装备,船体和装甲,远程装甲维修器,中型,
中型远程装甲维修器蓝图 I,11358,蓝图和反应,舰船装备,船体和装甲,远程装甲维修器,
大型远程装甲维修器 I,11359,舰船装备,船体和装甲,远程装甲维修器,大型,
